Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D,110 AI Data,111 AI Data,112 AI Data,113 AI Data,114 AI Data,115 AI Data,116 AI Data,117 AI Data,118 AI Data,119 AI Data,120 AI Data,200 AI Data,201 AI Data,300 AI Data,301 AI Data,401 AI Data,501 AI Data,601 AI Data,801 AI Data,701 AI Data
0.0081,1.94,9831,1519,0.371,0,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1012.9332843173938,986.832236024812,926.4447338176494,970.772307400866,918.002046027332,1009.8703742560616,830.3719482077584,1856.9657825967497,973.1458112980496,1375.5639150033037,1453.9750197289643,1190.205821163906,3696.146568301916,1015.5481799834884,3722.928579501648,1232.32111,919.7734324412139,919.9446132577616,981.0450112114052,995.0110783480214
0.0081,1.94,9831,1519,0.371,100,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1112.4749678349735,1089.2016042584637,1040.192529273662,1084.758031941739,1042.2153059672046,1105.6531482182577,949.732280168556,1856.9657825967497,1096.7047188205263,1375.5639150033037,1453.9750197289643,1199.263728298451,3030.0536597474866,1102.9796715274815,3176.3763470827853,1396.2368399999998,1038.407838457169,1038.5562926543485,1049.7226001280776,1068.6772972582287
0.0081,1.94,9831,1519,0.371,200,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1207.0522534074853,1202.6876587475178,1149.567571416877,1200.2596057180397,1158.4920940644547,1200.39811308004,1068.4023047186718,1856.9657825967497,1211.062847915874,1375.5639150033037,1453.9750197289643,1215.7292178625012,2373.095833491293,1210.851387018683,2511.233447242789,1419.611849999999,1157.0422444731244,1157.167972050935,1207.5520046770232,1142.3435161684397
0.0081,1.94,9831,1519,0.371,300,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1295.8712377069144,1328.3616970162138,1286.6857330368275,1312.8282386699534,1280.8062378219952,1311.6772045445075,1194.838702686707,1856.9657825967497,1309.771969372553,1375.5639150033037,1453.9750197289643,1252.794546878257,2086.4506973540124,1332.828701742811,2062.7296514204613,1562.4155299999998,1275.6766504890793,1275.779651447522,1398.544737051969,1216.0097350786486
0.0081,1.94,9831,1519,0.371,400,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1412.0613164008296,1451.4065382593485,1407.364730978314,1427.497985612788,1408.2258483241208,1430.052142005923,1375.210389192006,1856.9657825967497,1423.3362900079428,1375.5639150033037,1453.9750197289643,1315.9677546866385,1846.518793666828,1448.8441283453271,1719.4886283937649,1662.5919000000004,1394.3110565050347,1394.3913308441088,1458.453571258352,1289.675953988858
0.0081,1.94,9831,1519,0.371,500,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1531.143495220953,1564.567717090067,1513.5605073893112,1547.521018379924,1519.118755648956,1554.4566559470238,1578.5711197094895,1856.9657825967497,1552.4841830402622,1375.5639150033037,1453.9750197289643,1395.4769571624054,1583.7955509965054,1522.2603587628769,1416.8287919783145,1819.29614,1512.9454625209896,1513.0030102406954,1630.3338592761277,1363.3421728990677
0.0081,1.94,9831,1519,0.371,600,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1660.1093483119992,1661.1450821736837,1608.7268287225488,1683.4409964505153,1643.6317037782528,1697.1526323632036,1795.819223284453,1856.9657825967497,1682.741463121371,1375.5639150033037,1453.9750197289643,1499.344268285883,1321.052587629008,1612.8390862116253,1173.402221847685,1877.55519,1631.579868536945,1631.614689637282,1738.9582161112012,1437.008391809276
0.0081,1.94,9831,1519,0.371,700,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1790.8926747291678,1753.278163430155,1720.8000547559172,1806.1971771745984,1766.9446243603484,1817.280079284656,2049.501629141086,1856.9657825967497,1793.3018816263634,1375.5639150033037,1453.9750197289643,1619.804808811036,1091.0233555409936,1726.044959755304,993.6825634924056,1915.51414,1750.2142745529002,1750.2263690338689,1962.3035001770545,1510.6746107194856
0.0081,1.94,9831,1519,0.371,800,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,1914.65201177268,1858.727257088094,1832.468880500557,1934.5527329429872,1900.6087349234003,1957.250235560071,2336.8562360363944,1856.9657825967497,1893.689230855102,1375.5639150033037,1453.9750197289643,1742.0077909237657,914.4466758864492,1855.3195016426032,855.020376824347,1941.92028,1868.8486805688551,1868.8380484304555,2170.246720312202,1584.340829629694
0.0081,1.94,9831,1519,0.371,900,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,2036.5600135232723,1974.5198149096648,2000.164535993588,2036.702410475576,2020.878727028493,2144.109770548865,2652.430318635455,1856.9657825967497,1987.975769552483,1375.5639150033037,1453.9750197289643,1860.6939786189505,787.764806823088,1996.1472414287325,718.4764041143328,1994.56104,1987.4830865848103,1987.4497278270424,2347.200251786404,1658.0070485399035
0.0081,1.94,9831,1519,0.371,1000,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,2156.616131524996,2105.269958259564,2213.817063159616,2135.957450161454,2142.645102629739,2330.6958365072583,3088.831725381816,1856.9657825967497,2081.302611135195,1375.5639150033037,1453.9750197289643,1992.519664838601,691.6731424700201,2118.718667354592,608.4080187826385,2012.37104,2106.1174926007657,2106.061407223629,2371.609102973157,1731.6732674501122
0.0081,1.94,9831,1519,0.371,1100,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,2272.836852601052,2244.079166697664,2422.9415498634107,2236.86326517564,2243.244232935358,2567.173155504728,3537.502512700008,1856.9657825967497,2166.049858464037,1375.5639150033037,1453.9750197289643,2151.137714734613,614.6210226489179,2188.3704621524857,515.6089400548772,2089.87324,2224.7518986167206,2224.673086620216,2396.017954159908,1805.3394863603216
0.0081,1.94,9831,1519,0.371,1200,218,1400.535091496541,2728.5313199122897,582.8989809995097,239.5061728395061,2381.005220503881,2366.722312873983,2615.529585697145,2338.4376865326594,2333.0827168003607,2798.2129221270084,4087.22779699341,1856.9657825967497,2275.972811065631,1375.5639150033037,1453.9750197289643,2322.3038556929605,552.7462739252621,2263.804891879868,423.17292137805816,2139.35588,2343.386304632676,2343.2847660168027,2442.547692734586,1879.005705270531
